x1,x2,x3,x4,x5,x6,x7,x8,x9,y
1.0,0.778888812949809,-1.1931053376667,1.66889953693271,-0.126175907244045,0.0637965316950186,,0.591599961937119,-1.01757011374197,0
0.0,-0.418113900301294,0.709964793507477,-0.365153186593976,1.03878879894409,-1.10363697311475,-0.0128246500011379,-0.150391841043443,-0.93861295594828,0
1.0,0.407132382549426,-0.432461119205274,-1.1426319327866,1.39105248698115,2.1996619575591,0.636288297814158,0.944596302816147,0.340868209006431,1
1.0,0.675042613866716,0.675198135660758,-0.0221286542537108,-0.840578499971365,-1.24735333341582,-0.130752476801548,-0.577094061221127,-0.28367693160774,1
0.0,-1.98025175799599,0.433412766997611,0.794644365041349,-0.291985365004678,2.25471589014267,-0.598749555044301,1.19547236850157,0.812293247715132,0
0.0,-0.702256653356923,-2.16491523327049,-0.424632275659964,0.299214787981556,0.995158384328263,,-1.13176391373578,0.228699000272729,0
1.0,-0.138577168680743,0.522181684590165,-1.12877812166184,0.845275696405074,2.19074114618608,0.733198621677171,-0.624631014879224,-0.654839642096562,0
,1.13177843769431,-0.460554846064814,-0.360700581660812,-0.400096185173564,-2.3992622251972,-0.425289321982048,1.74771826298759,-0.662952165599,0
1.0,0.702758957835838,-2.11435795318887,0.194596931962012,-0.297159208419908,0.107163070492009,0.718068997353751,2.61229643821424,-0.875754751988048,1
1.0,1.75946509079249,-1.199620414104,-0.731929052546932,0.644730160834476,1.24785049917835,0.801309434709753,-0.0719118593286154,1.83695050577032,1
1.0,-0.435637743213034,-0.446028125341463,0.676579822246582,0.932783512516521,0.29031537178856,0.497090865769953,1.70931352748037,-0.326622701474775,0
0.0,-1.25266603437622,0.18665361083628,-0.227091898757227,-0.257531235894302,1.75820375261738,0.0403195848477011,0.499890099771348,0.060086173090088,0
1.0,0.644455924193114,-0.788694867124465,-0.889339251803414,0.625294171838373,0.0143097169345216,,-1.59014456947149,1.59408508864591,0
1.0,-0.227626794115407,0.0011000418279808,0.539503545184317,-0.769491362418738,0.351042552243048,0.108567419649857,-1.69395651954795,-1.0373977116808,1
0.0,-0.200497053404307,0.502719229299429,1.30310860205491,-0.193609222026692,-0.573211512735653,-0.031393101075984,1.98977961316307,0.0895191297127674,1
,0.393121064131242,-0.358964197011839,-0.378771993300699,-0.740845094740673,-0.146408224008625,,-1.36243755236582,-0.673596685856873,1
1.0,-1.30527298695564,0.116939807038701,-1.04947083159974,-1.39689455727367,-0.0654637097283946,0.0683282908471194,-0.385587747074817,-1.46887886218551,0
0.0,-0.026707992222986,0.187007327501911,0.452215034547677,0.470969791793615,0.151416910596837,-0.319975164888135,0.495655959009558,1.0014956132709,1
1.0,-0.523098501843971,-0.255634727674494,-0.570523312284279,-1.17153702498698,0.986157986047858,0.0225775809475146,-1.98725999417413,-0.758065962010977,0
0.0,-2.29511688954411,-1.55649473368856,0.898449063343992,1.23547720641719,-0.042987186059256,-1.53651318202434,-0.020269963123985,-0.13250115961425,0
,-0.989663148932939,1.00548708300699,0.124462160713563,0.823863613789875,0.281457702644298,-0.331069603170836,-0.307465642552866,0.722288453115233,1
,-0.0291467379095298,-0.367610074526716,0.317923425985685,0.826390134316611,-0.677528896761876,0.287289421384911,-2.42480395087644,0.351105417283821,1
0.0,-0.116574619350699,-0.486290902017768,0.765583269455521,0.542837148110933,2.30350115103613,0.607365775792563,1.39856131212115,0.127247902813361,0
,-0.920849896492419,-0.94770634338466,-0.450695808496125,-1.19842471382357,0.0328601313305344,-0.423182578352764,-1.17571076485071,-0.789057926366103,0
0.0,-1.30269540967617,-0.763485063168421,0.172798496166809,0.8499338840657,0.259419032666354,-1.27604976978451,0.302613300079469,-1.28074534320634,0
,-1.27113069218508,0.358641111175846,-0.331320993994841,-0.536625628616231,-0.010804310182736,,1.93212167598796,-1.31753370529278,0
0.0,-2.36098105877707,-0.587462074044276,0.0367693247774196,0.775594285399222,0.626488382333107,,0.429950375008186,0.54552658503319,1
0.0,-0.0743464870957412,-0.28419284894352,0.472203949768411,-0.159449130457242,0.527769599054926,-0.405951623102883,1.1631996470337,2.22705108884169,0
0.0,-0.856769517811568,0.25613305160656,-0.932897968194093,0.583690403791052,0.999167100271135,0.28344024082258,0.307426575075583,1.24667161194085,0
0.0,-0.679999172950601,0.323601972041806,1.53554158835949,-0.0330018124711061,0.400876619442304,0.286353235582502,0.145031675670198,-1.20301163346918,1
,2.12640150499207,-0.949639613127771,2.36117239290129,-1.51589105975207,1.92378256673645,1.51703461177684,-0.875354236684065,0.454003841636025,1
0.0,0.461408569798914,0.104814152281385,1.17735942275349,2.11326316599924,0.303664632141689,0.324834725409068,-0.910179990906004,0.227340580356944,0
1.0,-0.213602185741094,0.56623927169361,2.36494328874476,-1.28007997677376,-0.415956273797264,-0.66682384832211,1.6095803244142,1.20849218701419,1
1.0,-0.391566738274136,-3.37351393557653,0.333614634677956,0.421168003202857,0.698226073159011,-0.0585315654768826,-1.01789095861034,0.7555228943536,1
0.0,0.825737674237591,-1.04059324826058,0.578684753474431,0.343599441783773,-0.606816960521377,0.022778473943991,-0.687473232570133,-0.437211895384815,0
,-0.732797821777054,0.267830549369091,-1.28215430401947,1.15048705046492,-1.86730651226066,,0.656901213691168,-0.841932314984413,0
1.0,-1.45289288015475,-0.649891377572544,-0.327546585636812,-0.450912376736114,1.98396012563985,,-0.18116984259363,-0.91154320585899,0
1.0,-0.563248720378283,-0.108074679762508,-0.88409671111569,1.82833862147945,0.7326518069762,,0.0639094616475881,-1.73452621574696,0
0.0,-0.289022187564351,1.38345258190796,-0.669823407784621,0.800034627240854,0.566271836500178,-0.629730972168496,-0.99087136117712,-0.994103512477673,0
0.0,-0.72171286932134,-1.92167095476184,-1.44416663375771,-0.0116527878447971,1.04932076359378,-0.215285043205312,0.023575127224343,-0.379297473012822,1
1.0,-0.377483887952112,-2.05916784562648,-0.87400136793462,-1.40016790199943,-0.299964928762268,-0.04577258308115,0.0390694481865368,-0.633864274438716,1
1.0,-1.92291888348256,0.425072434203488,0.0572707055163173,-1.64153133147408,-0.333815676916639,0.0477253273772756,-0.587978458638636,0.834514596282019,0
0.0,-1.1242031926985,0.104594520626656,2.45598942134493,0.785986903597231,1.33768660558221,-0.0521860729347565,-0.741226222176362,-1.39303896293113,1
0.0,-0.621430215581587,-0.39521915102951,0.0117507514019525,0.769066589293513,0.550773334575501,-0.0532628803925059,1.54957118978771,0.265031903346142,0
,0.53547720623717,-0.019957751362965,0.539166653167774,-1.01575401205432,0.100404907626896,0.719260315935792,-0.10571987074899,1.03307574795756,1
1.0,0.565781676408349,-1.30084045780812,3.14579172870522,-0.529642887462778,-1.28074829203473,-0.504113967348803,-0.910000533164987,-1.85648276547686,1
0.0,0.816697597998335,-0.111922446655596,0.521075131653477,-0.694751290655669,-0.320033167981327,0.237495547560868,-1.2784395318428,1.11314702764993,0
0.0,0.705184710691762,-0.171822144970257,1.09713595520223,0.249306922153336,-0.472140073739417,,-0.0424519125959737,1.05124224581282,1
0.0,0.383696170913483,-0.178547543844664,-0.154467290556993,1.54778738044301,0.725433179476146,-0.258757976544519,0.0058903689399281,0.456482410376141,1
,1.14031493773783,0.381116672822537,-0.589122748249135,0.719711290516128,-0.536793335408251,0.357529438011134,-2.13563637781468,-0.346814069300363,0
0.0,-1.43991539617864,-2.35127720794905,1.51309845539121,0.157039592267921,0.244267745436278,,-2.48311407076273,-0.191054380998622,0
,-0.471070813084905,-1.48785542454389,0.542552291581566,0.107211419574956,0.754104618311231,0.196642353233446,-0.158010410605797,-1.2325485826136,0
0.0,-0.668324147120326,-1.52852694077965,-0.0848634000586965,0.586787225574288,-1.48186542907814,-0.07159180051108,-0.588468660178867,-0.322514642747369,1
,-0.673694789607707,0.960304921719487,0.967307213700441,1.95406848490055,-2.43667301243736,1.36050077667793,1.06770611640835,0.726887860815177,1
0.0,-0.705267248946881,0.0521957230878462,-0.0236329759349976,1.0178795154093,-1.13067803044284,-0.390666691531447,0.415613240993879,0.201813006435644,1
,0.190020656357786,0.605387642790975,-1.11225230957863,0.103887528696277,1.71814751561663,0.538364183125917,0.327248806962374,0.108403443356777,0
1.0,1.19588450956699,0.848786584732554,0.615885814624019,-0.693342420289517,0.511822286960029,,0.521429607673561,1.11174928297867,1
0.0,1.90049417037287,0.874110511718007,-1.63424403595497,0.44306691359073,-1.04175574284932,0.623987382826881,-1.07506402871076,0.406051407631191,1
1.0,0.372728622237911,-0.550290537015141,-0.766037947934702,-0.740224731932532,0.0579093101185455,,-1.42421890714133,-0.594941655178752,1
,0.815079027463029,-0.278477144804759,0.322503383417796,-0.893697165048233,0.931372434278861,-0.317864692468102,-1.5145127586044,-0.112008103092796,0
