           NA -1.633526e+00 -1.984447e+00  6.019208e-01  3.843714e-02  5.845224e-01 -4.524955e-01 -5.735972e-01 -8.924431e-01  1.571383e-01
           NA -2.084975e+00  3.064688e-02 -8.643808e-01  5.388405e-01 -6.001714e-01  1.323744e+00  9.215960e-01 -5.868253e-01 -3.124071e-02
           NA -1.985272e+00 -5.428283e-02 -8.392351e-01  8.559488e-02 -9.657143e-01  7.587154e-02 -1.227360e+00  1.401778e+00 -1.355738e+00
           NA -1.508378e-01  8.340045e-01 -1.325355e+00  5.615316e-01 -1.256992e+00  1.033405e-01 -6.878426e-02  5.029404e-01 -1.206407e+00
           NA  1.913592e-02 -8.928835e-01  1.839190e+00  4.581214e-01  7.144535e-01  2.715307e+00  3.390762e-02  1.021381e+00 -1.605617e+00
           NA  1.723019e-01 -5.924205e-01 -9.528621e-01 -6.738270e-01  8.625739e-01  5.321519e-01 -1.072489e+00  2.792865e-01  1.221023e+00
           NA  6.461993e-01 -1.091000e+00 -1.194932e+00  1.386956e+00 -5.519314e-01  7.653180e-01  8.132363e-01 -1.207479e+00 -4.935899e-01
           NA  4.735803e-01  1.875982e+00  8.699105e-01 -1.126979e+00 -4.056272e-01  2.616731e+00 -2.844936e-01  6.576750e-01  2.390694e+00
           NA -1.827298e-01 -1.010056e+00 -6.471810e-01 -8.775773e-02  1.271065e+00  9.315939e-01  6.821888e-02  2.153661e-01 -1.548515e+00
           NA  2.230685e-01  3.785523e-01 -2.580186e-01  6.548215e-01  4.231273e-01  5.908003e-01 -1.268466e+00 -4.379163e-01  4.497781e-01
 1.000000e+00  3.984166e-01 -6.975032e-01  6.409391e-01  1.525092e+00 -1.289896e-01 -1.099025e-01 -1.086695e+00 -1.614160e-01 -6.088245e-01
 0.000000e+00  3.151678e-01 -8.512815e-02 -2.621029e+00 -2.704810e-01  8.539306e-01  1.487074e-01  4.742543e-01 -3.756736e-01 -4.114107e-01
 1.000000e+00 -1.073539e+00  6.836103e-02  1.060711e+00  1.551808e+00  7.885922e-01  7.960448e-01  5.155328e-01 -2.385533e-01 -1.842557e-01
 1.000000e+00 -8.022216e-01 -3.254060e-01  4.098876e-01  1.041401e+00 -8.758702e-01  5.286471e-01  5.162759e-01 -1.040313e+00  4.812442e-01
 1.000000e+00  1.618049e+00 -3.303856e-01  7.245645e-01  7.010090e-01 -7.224336e-01  1.206184e+00  2.104706e-01  1.647866e+00  8.622477e-01
 0.000000e+00 -1.335729e+00  1.650119e-01  6.690093e-02 -1.784022e+00  6.725538e-01  7.714378e-01 -1.658506e+00  5.888750e-01  6.056715e-01
 1.000000e+00  3.618111e-02 -7.292015e-02 -4.789340e-01  4.032311e-01 -7.732992e-01 -6.659225e-01  9.349663e-01  2.255704e-02  3.389104e-01
 1.000000e+00 -1.008627e+00  2.052492e+00 -4.592146e-01  3.980752e-01 -8.128216e-01  1.202175e+00  2.103272e-01  1.528838e+00  1.119542e-02
 0.000000e+00  1.179681e+00 -1.532021e-02 -1.003776e+00 -2.291324e+00  9.181001e-01 -1.187201e+00 -6.579360e-01 -7.640526e-01 -5.762202e-01
 1.000000e+00  1.782837e+00  3.829013e-01  1.311388e+00 -6.473540e-01 -1.216355e+00 -1.008661e+00  3.943526e-01  7.643570e-01 -2.616264e-02
 1.000000e+00  1.529525e-01 -1.006991e+00 -5.317145e-01 -1.304935e+00  2.542111e+00  6.409443e-01 -5.311901e-01  1.067552e+00 -1.745569e+00
 0.000000e+00 -1.213916e+00  5.558390e-01 -5.119974e-01 -4.783759e-01 -3.663218e-01  1.665492e-01  1.704112e+00 -8.066343e-01  1.145905e-01
 0.000000e+00  2.395326e+00  1.409612e-01  4.999911e-01  1.273229e+00  2.477494e+00 -3.103287e-01 -3.869659e-01  5.300043e-02  3.716877e-01
 0.000000e+00  1.524271e+00  2.528354e+00  3.629363e-01  1.663042e+00  1.865680e-01 -1.420573e+00  6.582395e-01  1.591166e+00  8.025945e-01
 0.000000e+00  3.268950e-01  2.622260e-01  1.724714e+00  8.690753e-01  4.143924e-01 -4.005733e-01 -1.663669e+00 -8.902330e-02 -9.145693e-01
 0.000000e+00 -5.779629e-01 -2.630606e-01 -1.226078e-01  1.278832e+00 -1.326992e+00  1.871461e+00  1.266812e+00 -4.920443e-01  2.392110e-01
 0.000000e+00  2.032291e-01 -1.587388e+00  2.666209e+00 -3.691692e-01  4.352227e-01  5.010158e-01 -2.599106e+00 -9.782091e-01 -5.324352e-01
 1.000000e+00 -4.629387e-02 -2.925847e-01 -2.754632e+00 -1.737099e-01 -3.048344e-01  5.777702e-01  1.341436e+00  2.724560e+00 -4.955521e-02
 1.000000e+00 -8.755007e-01  2.611217e-01 -7.981727e-01 -6.330816e-01  3.061864e-02  5.749665e-01  1.803596e+00 -4.517210e-01  3.395239e-01
 1.000000e+00  1.380852e+00 -4.978841e-01  8.693435e-01  5.042725e-01 -1.724605e-02 -1.083086e+00 -4.727003e-01 -1.652650e-01 -3.084945e-01
 1.000000e+00  6.090086e-02  5.511431e-01  8.299024e-01 -2.285273e+00  1.871805e+00 -8.416900e-01 -8.272844e-01 -2.046096e+00 -4.050380e-01
 0.000000e+00 -3.819540e-01 -4.279121e-01 -2.967023e-01 -2.366416e+00 -1.354985e+00  2.441477e-01  2.905391e-01 -7.708494e-01 -7.903064e-02
 0.000000e+00  5.020592e-01 -2.179308e-01  5.555285e-01  9.766901e-01 -1.787065e+00  7.965043e-01 -6.756901e-01  8.297648e-03  6.743527e-01
 0.000000e+00  1.171776e+00  1.696540e+00 -9.736691e-01  1.038796e+00  3.775669e-01  9.524956e-02 -6.333471e-01 -1.026637e+00  1.907107e-01
 0.000000e+00 -1.396498e+00 -1.033552e+00 -8.763883e-02  2.797342e-01  6.607692e-02 -1.701087e-01 -1.206249e-02 -4.446462e-01 -8.171572e-02
 0.000000e+00 -9.454381e-02  1.363387e-01 -1.001181e+00  2.812308e-02  4.942638e-03  8.309297e-01 -5.177765e-01  7.435845e-01 -1.916858e-01
 0.000000e+00  9.042485e-01 -2.948550e-01 -1.885782e+00 -3.568780e-01 -1.483728e+00  9.471468e-01  1.011412e+00 -6.215965e-01 -3.701518e-01
 0.000000e+00 -2.421085e-01 -1.955973e+00  2.984497e-01  4.111216e-01  9.082477e-01 -6.753456e-01 -2.206717e-01  7.009780e-01 -1.232771e+00
 1.000000e+00 -2.049981e-01 -6.015098e-01  1.240896e+00 -1.346944e+00 -9.882469e-01 -1.576460e+00  6.242730e-02  8.865296e-01  9.994701e-03
 1.000000e+00  1.012221e+00 -9.149733e-01  9.728571e-03 -7.132584e-01 -5.307884e-01  7.100991e-01 -1.266782e+00 -1.279297e-01 -1.809497e-01
 0.000000e+00 -5.090928e-01  8.296538e-01  4.801755e-01 -4.131868e-01  2.457761e-01 -1.925961e+00 -3.841587e-01 -3.437722e-01 -1.661989e-02
 0.000000e+00  2.416279e-01 -2.559612e+00  3.152730e-01 -9.942113e-01 -9.588602e-01  1.592531e+00  1.046885e+00  1.699602e-01 -8.823381e-01
 1.000000e+00  5.605749e-01  1.513704e+00  1.968387e+00 -8.950317e-01 -1.912012e+00  1.764841e+00 -9.712424e-01 -9.597157e-01  1.232762e+00
 0.000000e+00 -6.799268e-01 -8.240303e-01  2.896084e-01  2.193302e-01 -1.636181e+00  5.526700e-02  5.694135e-01  1.536351e-01  1.334082e+00
 0.000000e+00 -1.539186e-01  7.632731e-01 -3.168315e-01 -1.537417e+00 -2.071678e-01  2.124629e+00 -8.591995e-01  2.085641e+00 -5.992658e-01
 1.000000e+00 -5.201122e-01  1.197676e+00 -1.473432e+00  2.688629e+00 -2.901674e-01 -1.519145e+00 -1.999132e-01 -1.697779e+00 -1.686380e-01
 0.000000e+00 -6.534070e-01  1.133419e+00 -5.423148e-02  1.030985e+00 -8.469169e-01 -1.569010e-01 -1.156934e+00  9.960605e-01 -2.964189e-01
 0.000000e+00  2.346866e-01  4.197879e-01  3.307654e-01 -6.649229e-01 -3.233746e-01 -2.939001e-01 -6.510718e-01  5.329402e-01  1.044057e+00
 0.000000e+00  2.595730e-01 -3.756725e-01  6.389348e-01  7.427963e-01  1.688035e+00  5.771388e-01 -2.150675e-01  1.708186e-01 -1.372038e-01
 0.000000e+00 -6.737310e-01 -5.951636e-01 -4.175457e-02 -6.997943e-01 -1.880291e+00  3.747957e-01 -1.222773e+00 -3.176723e-01  3.702129e-01
 0.000000e+00  7.464939e-01 -5.616425e-02 -9.719098e-01 -8.427308e-01 -7.431271e-01  6.266348e-01  1.183287e-01  1.691584e+00  1.033377e+00
 1.000000e+00 -3.768525e-01 -1.714562e+00 -1.171063e+00  4.471717e-01 -1.478242e+00 -4.109061e-02  3.630552e-01  1.929183e-01 -7.759795e-01
 1.000000e+00  3.863603e-02 -6.571143e-01  1.270735e-02  1.814443e+00  9.901732e-01 -2.138724e+00  3.427450e-01  7.962166e-01  5.035262e-01
