feature_1,feature_2,impute_continuous,feature_3,impute_binary,feature_4
-1.0856306033005612,3.4545825715056173,0.37917668637125757,-2.413679020799263,1.0,1.5700956220966134
0.9973454465835858,6.5897253355864365,1.2056815716124816,-2.828162107232161,1.0,2.594691951171316
0.28297849805199204,5.628543989013734,1.3162194926894666,-1.818878955354292,1.0,2.546514697317716
-1.5062947139180922,2.347469080119088,0.3994782009216719,-0.8776765742191539,1.0,1.230798055318304
-0.5786002519685364,7.834598092953705,1.3946562911246898,0.41303645203308004,0.0,1.0885184038603513
1.651436537097151,6.614473069157133,1.6361018272896275,-2.4053485880137373,1.0,-0.41779095305089375
-2.426679243393074,5.090980161262194,-0.035039414239323996,-0.7814880050347695,0.0,1.0883096900083347
-0.42891262885617726,4.533815878031173,0.04866510775155142,-1.2503897827022405,1.0,0.766456720436787
1.2659362587055338,2.603397710598426,2.1152718272211164,-1.2884790531922996,1.0,1.233881656428886
-0.8667404022651016,5.3990481471172656,-0.014422118812874418,-2.8458858972897088,0.0,1.7936881817625834
-0.6788861516220543,5.936878238891288,0.45298812189478754,-3.4959822031638508,1.0,1.632894246899241
-0.09470896893689112,3.337690031513442,0.8491918574878938,-3.6500646689310456,1.0,1.4775239947143433
1.4913896261242878,7.324408098199059,0.8196767071102858,-3.134655814098685,1.0,1.6496865833163852
-0.638901996684651,2.8055939070339315,0.3229983454561849,-1.51747013620066,1.0,1.4054116700767563
-0.44398195964606546,0.7537992999151166,2.436109727727181,-0.8585759103075057,0.0,1.647764199407607
-0.43435127561851733,7.079454181785401,0.43893816801930163,-1.5147967282146573,1.0,-0.9232912559394842
2.205930082725455,4.193267923795785,2.8097262682215938,-2.8234326442936113,1.0,1.2980298826869343
2.1867860889737862,4.747940829373969,4.2119676488589874,0.7089551648987118,1.0,1.4168619592102447
1.004053897878877,3.3249665543498934,3.2922204877170254,0.2782984354473098,1.0,1.2440537128450606
0.386186399174856,1.7880744785651945,3.165146862010804,-2.53100016912526,1.0,1.3365403034227936
0.7373685758962422,7.510474749448437,0.4671613758152676,-3.2351471089784987,1.0,2.027482588355048
1.490732028150799,3.622262032306157,2.486171827051253,-1.8046775687630456,1.0,1.051421001494381
-0.9358338684023914,8.32190497629588,0.4767015561076645,-0.09905203241847071,1.0,3.150526574412846
1.1758290447821034,6.614616372421457,1.5755453359281506,-1.5008525341188244,1.0,2.0162226976665663
-1.2538806677490124,4.37048370656508,1.0352767005279633,-1.1651769426349339,1.0,1.495269561814596
-0.6377515024534103,2.828195197746267,0.5882224998906245,-2.3181201834134386,1.0,1.345003272601825
0.9071051958003014,3.5350760265590857,2.6788434755523913,-1.315593657196654,1.0,1.4351082852133985
-1.4286807002259692,2.5749537378096607,1.6427745457561744,0.3168166771842076,0.0,0.8135196975420158
-0.1400687201886661,9.174226719176371,0.4828410249717223,-2.359503172216567,1.0,1.428598095556493
-0.8617548958596855,5.32888246045965,0.5623901890954067,-1.7850384012381908,1.0,1.7090126375452908
-0.2556193705305969,7.300411085093264,-0.08090774650473365,-1.619275285175559,0.0,1.9346562116799222
-2.7985891054607244,2.465295901979545,-1.1823803404631807,-1.574411966343444,0.0,1.9347673343582503
-1.771533104509847,5.362070259194008,-0.8443726194616491,-4.117833314106841,0.0,1.2938418400755491
-0.6998772345979173,7.355723877617156,-1.7430534567394071,-4.815302983810842,1.0,0.43793831060855243
0.9274624317585825,4.329978476133968,0.4509316570938665,-3.529482606382759,1.0,0.9981730303249159
-0.1736356827902158,7.062228917843485,0.23979309181550235,-1.7480865568974977,1.0,2.709144782109291
0.0028459158968110196,2.830864175988467,2.4838086655061673,-1.1692157509951828,1.0,2.1720437350574606
0.688222711102285,2.273056910762832,0.9878543674247873,-2.7960118396604363,1.0,1.7772146897281305
-0.8795363430090519,5.758801224156272,0.7443061910321793,0.06588622430096014,1.0,0.929029316429907
0.283627323807291,4.241647130854895,0.9377866977319538,-2.2147639614892807,1.0,1.5027338662303336
-0.8053665180656158,6.284109378543663,-0.5114730282218543,-1.9695260026480632,0.0,0.5582484857531386
-1.7276694941206072,1.044224136959102,-0.3286169948586348,-2.2909458058289935,0.0,1.0860473432279447
-0.390899793755101,6.424529270941036,-0.25615958226411883,-1.7989598108800022,1.0,1.3160974937361036
0.5738058624050577,10.19660785453863,0.7174849679806619,-0.9432888889345947,1.0,1.2287700511010902
0.3385890509998015,4.950748037137042,1.6025072959366384,-1.001519843131503,1.0,2.217451448292009
-0.01183049447881976,5.068284257819679,-0.03820752970583724,-3.3476344109143854,1.0,0.43595556447341066
2.392365265937726,5.359098969277358,3.157971331769784,0.2854956647177912,1.0,0.8509257963636344
0.4129121603087788,1.2760485784164257,1.8805181429215474,-3.6425396861403763,0.0,0.46898402173333553
0.9787360059373466,5.8522932793806195,1.0074109948556327,-1.8811594788640815,1.0,0.5719850904841095
2.2381433384979528,1.7891805119680706,3.365897994274419,-2.411594860283529,1.0,1.5930419223349868
-1.2940853231612488,4.144640803752391,-1.1883234738277804,-3.573487515977731,0.0,0.2996696002077961
-1.0387882102049535,7.485739099207475,-0.05036039561506761,-2.112680881960747,1.0,2.0654015841282276
