feature_1,feature_2,impute_continuous,feature_3,impute_binary,feature_4
-0.7542021627241915,4.541146742112407,1.4005196743938464,-0.47541309718838487,1.0,1.8526978106971395
-1.2617700117470427,4.100664796674052,1.5962242634637975,-0.5996223584079907,0.0,0.6664271641782342
1.2318717886239698,5.046744686574497,2.3762047393639354,-1.3599473012371726,1.0,0.9383794008229109
-1.4072685633957671,5.38042003571838,-0.8221470283327128,-3.0624837266203224,1.0,1.9256960445208238
-1.5610305114373637,3.2365029465363824,0.99485054103606,-0.560254325009404,1.0,2.0386129069138827
-1.9255868907643525,6.683879146049153,-0.9701081836559478,-2.4713758797791447,0.0,0.750464438044861
-2.7944722983075785,4.205273016379206,-2.2407753399534256,-1.9654216876107946,1.0,1.8561737422027385
-1.03910438326439,4.153944509693376,1.4620614224330108,0.007330797895882646,1.0,0.09862514006208756
-2.1694079584120365,3.9186233252549942,-0.1461177116230496,-1.8740107158025394,0.0,1.3480058196258344
-0.035605484609829575,5.462034534686743,0.9349009109066484,-1.6290739546435717,1.0,0.649313980291244
-2.2364173503246474,3.6158947965582895,-1.082617914998563,-4.119169228994884,1.0,0.8942254948521362
-1.0942734191759897,5.2699402199805885,0.37201290369673246,-1.2694860593497197,1.0,0.5429419858917377
2.332061996209657,10.533206142203742,1.4075027642903213,-3.4700099709537215,1.0,1.9152197965042386
0.34512424061207164,4.892781079857316,3.193050472325198,-0.48209051544814707,1.0,1.9154058528239006
0.05280567540772654,4.1319905234027035,1.0292014882527667,-2.2768987657592756,1.0,0.9815996660004167
-1.620751980319857,1.664621543704198,-2.2777186074686813,-5.354253263025665,0.0,1.7816867298326988
-0.24559766594877117,5.100443849528139,,-2.537030153845013,1.0,1.695954414851531
0.048108563136617044,2.781538113500787,0.44820832169966285,-2.342051807428876,0.0,1.4036611842499183
-1.605180795787059,4.248883762056854,0.5358039437377495,-1.2717871608828617,1.0,3.1186276496876832
0.12618068088061885,5.3032151872942865,2.1978612872475587,-0.9942314140292491,1.0,0.8693410371451049
1.1912324570650992,1.5380211003556963,2.747498392898818,-2.4916463670817826,1.0,1.5107288180348526
-0.34825811883938024,5.314925504796917,1.5782136564826532,-0.4806977077191883,1.0,1.213209728028331
-0.19723636840428496,5.609030350852089,-1.9773493901459043,-6.750582992979359,,1.2211649890271838
-2.0420964154954233,2.405799960666697,,-3.070983497037844,1.0,1.6195590030686096
-1.3992338686095869,4.2153816157418245,-0.42009851516426505,-3.6685464062557798,1.0,1.2792032248577665
1.0576951014282159,1.3386672756443905,1.780019771439779,-3.881275265877382,1.0,0.8546799299308214
-0.6615506465805062,8.15100187168481,0.6627690464325507,-0.560440442978734,1.0,1.5931706234697982
-0.9297116344424167,5.66112655309769,0.8016968604201685,-0.7562444014627263,,2.386748735065489
-0.6925831159713568,4.640822998041795,,-3.163655030615333,1.0,2.2070747849838748
-0.05746612700083015,4.673128338687674,1.5962805941009692,-0.23291449406005993,0.0,1.652283366306533
-1.1584159108657917,7.262887216131537,0.45941496442208307,-1.847799661321373,1.0,0.9484523896508033
0.12651650597023537,4.811668896158778,0.8987862264000397,-2.6325261511627294,0.0,1.6398222002996021
